462
('C', 'C#', 'D', 'D#', 'E', 'F', 'F#', 'C2')
('C', 'D#', 'E', 'F', 'G', 'G#', 'B', 'C2')
('C', 'D#', 'E', 'F', 'G', 'A', 'A#', 'C2')
('C', 'D#', 'E', 'F', 'G', 'A', 'B', 'C2')
('C', 'D#', 'E', 'F', 'G', 'A#', 'B', 'C2')
('C', 'D#', 'E', 'F', 'G#', 'A', 'A#', 'C2')
('C', 'D#', 'E', 'F', 'G#', 'A', 'B', 'C2')
('C', 'D#', 'E', 'F', 'G#', 'A#', 'B', 'C2')
('C', 'D#', 'E', 'F', 'A', 'A#', 'B', 'C2')
('C', 'D#', 'E', 'F#', 'G', 'G#', 'A', 'C2')
('C', 'D#', 'E', 'F#', 'G', 'G#', 'A#', 'C2')
('C', 'D#', 'E', 'F#', 'G', 'G#', 'B', 'C2')
('C', 'D#', 'E', 'F#', 'G', 'A', 'A#', 'C2')
('C', 'D#', 'E', 'F#', 'G', 'A', 'B', 'C2')
('C', 'D#', 'E', 'F#', 'G', 'A#', 'B', 'C2')
('C', 'D#', 'E', 'F#', 'G#', 'A', 'A#', 'C2')
('C', 'D#', 'E', 'F#', 'G#', 'A', 'B', 'C2')
('C', 'D#', 'E', 'F#', 'G#', 'A#', 'B', 'C2')
('C', 'D#', 'E', 'F#', 'A', 'A#', 'B', 'C2')
('C', 'D#', 'E', 'G', 'G#', 'A', 'A#', 'C2')
('C', 'D#', 'E', 'G', 'G#', 'A', 'B', 'C2')
('C', 'D#', 'E', 'G', 'G#', 'A#', 'B', 'C2')
('C', 'D#', 'E', 'G', 'A', 'A#', 'B', 'C2')
('C', 'D#', 'E', 'G#', 'A', 'A#', 'B', 'C2')
('C', 'D#', 'F', 'F#', 'G', 'G#', 'A', 'C2')
('C', 'D#', 'F', 'F#', 'G', 'G#', 'A#', 'C2')
('C', 'D#', 'F', 'F#', 'G', 'G#', 'B', 'C2')
('C', 'D#', 'F', 'F#', 'G', 'A', 'A#', 'C2')
('C', 'D#', 'F', 'F#', 'G', 'A', 'B', 'C2')
('C', 'D#', 'F', 'F#', 'G', 'A#', 'B', 'C2')
('C', 'D#', 'F', 'F#', 'G#', 'A', 'A#', 'C2')
('C', 'D#', 'F', 'F#', 'G#', 'A', 'B', 'C2')
('C', 'D#', 'F', 'F#', 'G#', 'A#', 'B', 'C2')
('C', 'D#', 'F', 'F#', 'A', 'A#', 'B', 'C2')
('C', 'D#', 'F', 'G', 'G#', 'A', 'A#', 'C2')
('C', 'D#', 'F', 'G', 'G#', 'A', 'B', 'C2')
('C', 'D#', 'F', 'G', 'G#', 'A#', 'B', 'C2')
('C', 'D#', 'F', 'G', 'A', 'A#', 'B', 'C2')
('C', 'D#', 'F', 'G#', 'A', 'A#', 'B', 'C2')
('C', 'D#', 'F#', 'G', 'G#', 'A', 'A#', 'C2')
('C', 'D#', 'F#', 'G', 'G#', 'A', 'B', 'C2')
('C', 'D#', 'F#', 'G', 'G#', 'A#', 'B', 'C2')
('C', 'D#', 'F#', 'G', 'A', 'A#', 'B', 'C2')
('C', 'D#', 'F#', 'G#', 'A', 'A#', 'B', 'C2')
('C', 'D#', 'G', 'G#', 'A', 'A#', 'B', 'C2')
('C', 'E', 'F', 'F#', 'G', 'G#', 'A', 'C2')
('C', 'E', 'F', 'F#', 'G', 'G#', 'A#', 'C2')
('C', 'E', 'F', 'F#', 'G', 'G#', 'B', 'C2')
('C', 'E', 'F', 'F#', 'G', 'A', 'A#', 'C2')
('C', 'E', 'F', 'F#', 'G', 'A', 'B', 'C2')
('C', 'E', 'F', 'F#', 'G', 'A#', 'B', 'C2')
('C', 'E', 'F', 'F#', 'G#', 'A', 'A#', 'C2')
('C', 'E', 'F', 'F#', 'G#', 'A', 'B', 'C2')
('C', 'E', 'F', 'F#', 'G#', 'A#', 'B', 'C2')
('C', 'E', 'F', 'F#', 'A', 'A#', 'B', 'C2')
('C', 'E', 'F', 'G', 'G#', 'A', 'A#', 'C2')
('C', 'E', 'F', 'G', 'G#', 'A', 'B', 'C2')
('C', 'E', 'F', 'G', 'G#', 'A#', 'B', 'C2')
('C', 'E', 'F', 'G', 'A', 'A#', 'B', 'C2')
('C', 'E', 'F', 'G#', 'A', 'A#', 'B', 'C2')
('C', 'E', 'F#', 'G', 'G#', 'A', 'A#', 'C2')
('C', 'E', 'F#', 'G', 'G#', 'A', 'B', 'C2')
('C', 'E', 'F#', 'G', 'G#', 'A#', 'B', 'C2')
('C', 'E', 'F#', 'G', 'A', 'A#', 'B', 'C2')
('C', 'E', 'F#', 'G#', 'A', 'A#', 'B', 'C2')
('C', 'E', 'G', 'G#', 'A', 'A#', 'B', 'C2')
('C', 'F', 'F#', 'G', 'G#', 'A', 'A#', 'C2')
('C', 'F', 'F#', 'G', 'G#', 'A', 'B', 'C2')
('C', 'F', 'F#', 'G', 'G#', 'A#', 'B', 'C2')
('C', 'F', 'F#', 'G', 'A', 'A#', 'B', 'C2')
('C', 'F', 'F#', 'G#', 'A', 'A#', 'B', 'C2')
('C', 'F', 'G', 'G#', 'A', 'A#', 'B', 'C2')
('C', 'F#', 'G', 'G#', 'A', 'A#', 'B', 'C2')
